Country,Experience_Years,Salary,Number_of_Projects,Performance_Score,Education_Level,Certification_Status
Australia,3,64288.99,40,93.03,Bachelor's,Certified
Canada,9,55517.19,12,84.75,Diploma,Not Certified
South Africa,8,86130.26,13,50.53,Master's,Certified
France,1,39812.78,43,69.7,Diploma,Certified
France,6,71685.05,17,92.55,Bachelor's,Certified
USA,9,78979.85,17,67.29,Bachelor's,Certified
China,7,94697.42,36,51.76,PhD,Not Certified
Australia,4,48703.79,21,87.31,Diploma,Not Certified
Brazil,13,60063.95,8,90.1,Diploma,Not Certified
France,17,69934.09,5,58.03,Diploma,Not Certified
South Africa,2,69332.63,26,76.87,Master's,Certified
Canada,5,89714.28,16,59.6,PhD,Not Certified
France,12,79006.16,36,85.96,Bachelor's,Not Certified
Canada,8,73527.39,28,63.58,Bachelor's,Not Certified
India,6,88570.62,29,65.81,PhD,Certified
India,8,66591.66,47,92.25,Bachelor's,Not Certified
China,18,95978.67,12,73.82,Bachelor's,Not Certified
UK,3,78940.12,37,83.49,PhD,Certified
Brazil,12,81121.31,30,70.12,Bachelor's,Certified
USA,3,43089.68,23,64.9,Diploma,Not Certified
China,6,81416.07,16,81.27,Master's,Not Certified
Germany,2,74918.62,14,57.74,PhD,Certified
USA,12,103800.64,10,68.65,Master's,Not Certified
Australia,2,56122.52,7,60.45,Bachelor's,Certified
South Africa,6,65987.66,45,84.79,Bachelor's,Not Certified
Germany,17,71233.7,37,97.21,Diploma,Not Certified
Germany,3,81907.47,29,99.78,PhD,Not Certified
China,2,52097.83,3,72.51,Bachelor's,Not Certified
UK,20,138414.56,15,62.63,PhD,Not Certified
China,8,99238.52,36,72.14,PhD,Certified
Australia,12,112605.94,47,92.36,PhD,Certified
France,4,89681.52,46,60.3,PhD,Not Certified
France,5,90804.12,19,97.6,PhD,Not Certified
UK,13,103773.37,13,67.09,Master's,Not Certified
Australia,15,68520.04,42,99.29,Diploma,Certified
UK,16,128495.17,21,91.93,PhD,Certified
Canada,10,94218.98,37,90.43,Master's,Certified
France,16,84896.8,27,65.9,Bachelor's,Certified
Germany,12,112731.17,29,50.44,PhD,Certified
Brazil,17,91769.69,20,69.11,Bachelor's,Certified
South Africa,16,127755.47,25,65.09,PhD,Certified
Australia,12,101975.11,6,51.87,Master's,Certified
USA,8,88955.02,36,75.27,Master's,Not Certified
UK,20,124695.44,2,70.15,Master's,Certified
South Africa,3,46880.88,22,81.73,Diploma,Certified
USA,16,91456.02,32,81.06,Bachelor's,Certified
South Africa,13,63563.23,16,56.04,Diploma,Certified
Brazil,19,132680.57,18,98.85,PhD,Not Certified
USA,8,66532.17,5,59.35,Bachelor's,Certified
China,5,80108.13,36,72.26,Master's,Not Certified
India,20,103378.16,30,74.41,Bachelor's,Not Certified
China,8,91977.76,45,90.65,Master's,Not Certified
France,12,61161.9,19,54.96,Diploma,Certified
India,1,45477.89,23,71.43,Diploma,Certified
China,20,,34,,,Certified
India,6,82718.47,13,60.76,Master's,Not Certified
India,18,135039.58,43,81.37,PhD,Not Certified
Germany,8,51608.83,29,96.18,Diploma,Not Certified
UK,7,53268.0,36,99.88,Diploma,Not Certified
UK,1,73006.94,22,51.62,PhD,Certified
Germany,16,75564.46,47,61.78,Diploma,Certified
South Africa,12,97550.53,36,65.52,Master's,Certified
Canada,6,64083.53,9,69.96,Bachelor's,Not Certified
South Africa,20,,39,,,Not Certified
USA,2,38955.02,19,60.17,Diploma,Certified
USA,14,118396.37,38,97.73,PhD,Certified
India,4,81138.7,6,95.93,Master's,Not Certified
China,1,48915.47,47,52.35,Bachelor's,Certified
China,18,117886.43,15,66.94,Master's,Certified
UK,13,62378.44,20,70.26,Diploma,Not Certified
Australia,2,49200.15,9,61.95,Diploma,Not Certified
South Africa,9,77259.03,32,81.44,Bachelor's,Not Certified
France,2,39576.16,4,82.02,Diploma,Certified
Brazil,9,97444.06,18,92.53,PhD,Not Certified
China,1,40348.0,5,87.04,Diploma,Certified
Brazil,11,59758.11,20,77.13,Diploma,Certified
India,3,46864.21,23,82.68,Diploma,Not Certified
Brazil,20,123083.28,11,63.7,Master's,Certified
France,4,72385.73,37,79.65,Master's,Not Certified
Germany,18,,22,,,Not Certified
France,6,66159.32,4,56.67,Bachelor's,Certified
Brazil,3,58322.91,29,62.13,Bachelor's,Certified
France,11,59596.88,44,64.58,Diploma,Not Certified
Canada,15,110403.37,34,96.22,Master's,Not Certified
India,5,87106.77,13,61.52,PhD,Not Certified
South Africa,20,75374.76,42,64.46,Diploma,Not Certified
Germany,10,55923.52,9,68.47,Diploma,Not Certified
China,12,68802.87,42,83.19,Diploma,Not Certified
USA,15,124372.37,31,55.91,PhD,Certified
South Africa,17,90399.65,7,97.7,Bachelor's,Certified
USA,10,105206.83,4,93.28,PhD,Certified
India,6,67436.1,19,78.86,Bachelor's,Certified
Germany,18,132832.84,42,83.7,PhD,Not Certified
UK,13,105506.21,30,50.83,Master's,Certified
China,3,46842.81,31,66.95,Diploma,Certified
Canada,10,60590.72,35,89.78,Diploma,Not Certified
UK,14,68163.2,21,53.87,Diploma,Certified
India,6,68705.06,31,64.12,Bachelor's,Not Certified
South Africa,3,83483.59,19,79.26,PhD,Not Certified
Canada,16,115543.71,31,62.82,Master's,Not Certified
France,7,92751.53,32,96.7,PhD,Not Certified
Brazil,20,76683.62,2,56.55,Diploma,Not Certified
Canada,14,105800.32,10,89.87,Master's,Certified
India,9,90649.39,2,75.4,Master's,Certified
Australia,15,72791.96,2,87.52,Diploma,Certified
Brazil,3,83051.35,24,65.54,PhD,Not Certified
USA,2,43967.92,17,75.72,Diploma,Certified
China,2,77940.89,32,92.84,PhD,Certified
USA,3,70642.05,16,73.34,Master's,Certified
Canada,18,122165.26,16,67.99,Master's,Certified
USA,14,71386.08,46,76.81,Diploma,Not Certified
India,20,125670.75,39,85.87,Master's,Certified
France,18,95342.04,31,72.18,Bachelor's,Not Certified
South Africa,10,94972.81,43,96.94,Master's,Not Certified
China,2,58932.41,24,64.75,Bachelor's,Certified
USA,1,64210.62,1,73.77,Master's,Not Certified
USA,4,43369.95,11,87.85,Diploma,Not Certified
Canada,14,67044.32,21,84.46,Diploma,Not Certified
South Africa,1,47462.48,4,93.18,Bachelor's,Not Certified
UK,14,63331.72,7,99.84,Diploma,Not Certified
USA,16,116459.12,26,71.34,Master's,Not Certified
India,14,104051.01,47,55.56,Master's,Not Certified
Australia,20,80802.45,12,51.52,Diploma,Certified
China,3,68134.75,31,86.34,Master's,Certified
USA,3,84705.2,17,93.7,PhD,Not Certified
India,9,99457.6,33,61.04,PhD,Not Certified
India,6,83227.98,11,57.92,Master's,Certified
China,13,64556.9,28,53.11,Diploma,Certified
UK,2,52933.12,32,91.14,Bachelor's,Certified
India,8,58665.07,1,65.57,Diploma,Certified
Australia,2,57116.21,47,70.08,Bachelor's,Not Certified
India,4,51177.62,28,75.14,Diploma,Not Certified
India,15,112139.17,42,91.97,Master's,Certified
India,4,82276.23,7,82.54,PhD,Certified
France,13,65313.24,2,80.75,Diploma,Certified
France,12,78744.85,42,58.78,Bachelor's,Certified
UK,13,114337.44,24,75.66,PhD,Not Certified
USA,14,87430.86,4,85.77,Bachelor's,Certified
India,20,123816.34,44,98.66,Master's,Certified
South Africa,18,129220.94,19,60.07,PhD,Certified
USA,6,68705.17,26,50.48,Bachelor's,Not Certified
UK,11,64159.04,11,53.77,Diploma,Not Certified
Germany,2,68372.17,40,68.79,Master's,Not Certified
USA,19,115476.6,43,91.03,Master's,Certified
USA,19,125869.18,11,50.36,Master's,Certified
Brazil,5,52689.16,45,72.84,Diploma,Certified
Canada,19,81280.81,3,66.46,Diploma,Not Certified
Brazil,2,74244.05,12,52.62,PhD,Not Certified
Australia,10,56205.11,3,72.51,Diploma,Certified
France,2,75518.59,42,62.74,PhD,Certified
France,11,96614.81,27,67.59,Master's,Not Certified
Canada,18,131551.88,49,85.28,PhD,Certified
China,15,84213.82,2,76.08,Bachelor's,Certified
China,9,91787.6,49,56.23,Master's,Certified
UK,19,125869.06,16,98.07,Master's,Not Certified
Canada,9,101749.34,2,81.8,PhD,Certified
USA,3,73875.04,30,88.29,Master's,Certified
China,9,,20,,,Certified
India,14,82161.46,38,52.35,Bachelor's,Certified
South Africa,19,136065.36,28,50.97,PhD,Not Certified
USA,7,92429.69,25,59.44,PhD,Not Certified
Australia,16,115456.17,32,70.72,Master's,Not Certified
India,16,78303.21,10,96.79,Diploma,Certified
India,1,61488.18,42,72.85,Master's,Not Certified
Canada,4,71383.55,40,64.51,Master's,Certified
UK,4,83251.16,33,78.1,PhD,Not Certified
Australia,7,84067.02,13,55.6,Master's,Certified
China,8,68172.22,41,80.48,Bachelor's,Not Certified
Canada,17,114548.32,42,78.42,Master's,Not Certified
China,5,75307.37,47,89.6,Master's,Not Certified
Canada,7,93633.79,37,99.33,PhD,Certified
Canada,20,126953.48,16,62.54,Master's,Certified
Canada,20,81026.49,45,75.48,Diploma,Certified
UK,4,84433.16,22,95.44,PhD,Not Certified
Canada,6,79656.69,20,89.26,Master's,Certified
Germany,7,66603.97,43,74.37,Bachelor's,Certified
South Africa,18,92292.82,27,97.27,Bachelor's,Certified
China,5,90987.32,41,52.86,PhD,Certified
USA,20,145702.24,16,96.55,PhD,Certified
Brazil,3,77398.96,34,52.53,Master's,Certified
Australia,7,57146.87,32,77.37,Diploma,Not Certified
France,14,109653.24,26,94.52,Master's,Not Certified
UK,7,67358.41,25,63.14,Bachelor's,Certified
USA,5,46486.33,2,73.61,Diploma,Not Certified
India,5,57304.05,12,66.22,Diploma,Not Certified
Germany,2,40310.41,40,97.61,Diploma,Certified
France,6,83518.63,9,91.18,Master's,Certified
Brazil,15,85216.39,12,85.45,Bachelor's,Not Certified
USA,10,102769.02,26,79.38,PhD,Certified
France,7,83645.65,9,91.03,Master's,Not Certified
USA,5,87477.7,10,69.61,PhD,Not Certified
Germany,1,40201.68,32,72.38,Diploma,Not Certified
Brazil,13,65458.84,34,86.5,Diploma,Certified
India,18,116282.29,48,67.89,Master's,Not Certified
Canada,13,84889.79,20,53.2,Bachelor's,Certified
China,18,73823.44,39,53.72,Diploma,Certified
India,5,89676.76,2,55.77,PhD,Certified
Canada,13,114520.93,1,93.48,PhD,Certified
UK,4,72573.91,36,73.61,Master's,Certified
South Africa,17,128807.6,24,85.64,PhD,Not Certified
Australia,3,61481.39,27,69.65,Bachelor's,Certified
Australia,17,76309.93,2,62.94,Diploma,Certified
China,11,,31,,,Certified
Brazil,20,141133.79,14,89.71,PhD,Certified
Germany,4,46155.43,2,81.26,Diploma,Certified
Brazil,2,69350.59,29,96.88,Master's,Not Certified
Germany,20,140165.07,15,83.99,PhD,Certified
Brazil,16,111105.33,12,78.51,Master's,Certified
South Africa,18,112734.36,37,80.51,Master's,Not Certified
UK,8,102336.66,28,97.12,PhD,Certified
UK,3,52203.21,20,89.41,Bachelor's,Not Certified
Canada,9,93432.16,39,51.2,Master's,Not Certified
France,20,,24,,,Not Certified
UK,6,82065.95,21,84.42,Master's,Not Certified
UK,10,57348.29,10,87.43,Diploma,Certified
India,10,76715.13,46,60.66,Bachelor's,Certified
India,13,79429.63,14,93.36,Bachelor's,Not Certified
Canada,17,71509.02,37,97.79,Diploma,Not Certified
France,9,51888.47,18,61.84,Diploma,Certified
China,17,114224.58,24,94.13,Master's,Not Certified
India,9,58963.85,14,54.85,Diploma,Not Certified
China,9,71676.22,34,52.79,Bachelor's,Not Certified
USA,1,37778.68,12,56.46,Diploma,Certified
India,2,77567.76,22,52.89,PhD,Not Certified
South Africa,16,119606.36,6,92.25,PhD,Certified
France,1,62042.42,36,52.95,Master's,Certified
Canada,10,74905.17,45,63.58,Bachelor's,Certified
USA,18,135092.53,36,55.19,PhD,Not Certified
France,8,54012.89,22,64.77,Diploma,Not Certified
South Africa,11,111077.93,14,54.53,PhD,Certified
France,2,75597.1,16,83.4,PhD,Certified
South Africa,8,,36,,,Certified
South Africa,8,57014.2,25,92.59,Diploma,Not Certified
China,17,73360.62,32,90.86,Diploma,Not Certified
Brazil,15,71962.36,33,50.68,Diploma,Certified
USA,17,116026.63,45,94.79,Master's,Certified
France,13,71471.77,36,51.45,Diploma,Not Certified
Germany,19,77258.37,20,61.98,Diploma,Certified
USA,5,89607.64,18,51.62,PhD,Not Certified
Brazil,12,111975.97,38,66.79,PhD,Not Certified
USA,1,47745.88,3,75.69,Diploma,Certified
UK,5,67759.45,23,89.83,Bachelor's,Certified
Germany,8,71458.35,32,66.9,Bachelor's,Not Certified
Brazil,13,67152.78,45,85.27,Diploma,Not Certified
China,8,72677.13,16,59.38,Bachelor's,Not Certified
France,11,96672.3,5,87.53,Master's,Not Certified
Australia,1,68909.06,4,61.8,PhD,Not Certified
Brazil,13,102705.47,21,57.18,Master's,Certified
Canada,19,137405.24,40,59.27,PhD,Not Certified
France,3,60450.64,14,59.1,Bachelor's,Not Certified
Brazil,17,92647.03,39,75.64,Bachelor's,Not Certified
UK,5,50929.49,31,92.24,Diploma,Certified
Australia,20,100140.58,14,53.98,Bachelor's,Certified
UK,8,,6,,,Not Certified
Australia,14,71990.87,12,82.72,Diploma,Not Certified
Canada,4,46925.54,16,93.63,Diploma,Certified
France,11,102388.83,17,62.21,PhD,Certified
China,20,101177.58,45,72.51,Bachelor's,Certified
UK,15,116074.36,23,96.29,PhD,Certified
UK,19,134297.04,14,83.0,PhD,Not Certified
South Africa,7,84196.86,7,69.44,Master's,Certified
Australia,19,90510.81,46,56.57,Bachelor's,Not Certified
India,19,100964.63,32,63.12,Bachelor's,Not Certified
France,11,102098.07,15,79.06,Master's,Certified
Australia,5,89695.01,44,85.91,PhD,Certified
South Africa,5,68390.21,17,56.22,Bachelor's,Certified
USA,8,96514.9,41,79.98,PhD,Certified
Australia,10,89980.91,47,77.52,Master's,Not Certified
China,6,53366.29,44,75.7,Diploma,Not Certified
France,15,113932.79,34,84.51,PhD,Not Certified
South Africa,16,89069.54,5,91.87,Bachelor's,Certified
USA,17,74678.1,45,66.15,Diploma,Not Certified
Germany,8,101649.16,27,94.45,PhD,Certified
South Africa,8,,23,,,Not Certified
Germany,9,54719.73,40,58.65,Diploma,Certified
France,2,45042.66,14,63.34,Diploma,Not Certified
UK,15,72361.6,15,55.98,Diploma,Not Certified
South Africa,18,96638.22,43,61.52,Bachelor's,Certified
Canada,3,57036.69,33,55.32,Bachelor's,Not Certified
Germany,17,127089.65,31,91.09,PhD,Not Certified
China,4,87171.11,35,56.95,PhD,Certified
Canada,4,73466.75,17,87.36,Master's,Certified
Brazil,14,85386.56,28,52.4,Bachelor's,Certified
Brazil,9,107186.12,19,97.43,PhD,Certified
USA,9,57693.07,46,85.56,Diploma,Certified
UK,18,76486.97,23,50.34,Diploma,Not Certified
France,10,76379.25,32,88.19,Bachelor's,Certified
South Africa,4,47319.32,40,75.7,Diploma,Not Certified
India,12,99477.51,13,88.97,Master's,Not Certified
China,8,94546.79,20,76.12,PhD,Certified
Germany,2,78873.69,35,82.05,PhD,Not Certified
France,13,116169.72,5,89.32,PhD,Not Certified
Canada,16,88510.46,9,70.26,Bachelor's,Certified
Brazil,2,42415.73,29,50.14,Diploma,Not Certified
China,11,98359.18,6,92.5,Master's,Certified
India,10,82850.26,25,69.04,Bachelor's,Certified
South Africa,15,121145.93,31,74.8,PhD,Certified
USA,17,115590.63,22,50.39,Master's,Not Certified
India,8,99604.6,2,74.6,PhD,Not Certified
China,18,130223.91,45,99.32,PhD,Not Certified
India,9,75709.54,5,63.91,Bachelor's,Not Certified
China,8,93362.14,27,69.77,PhD,Certified
China,14,107996.84,25,84.36,Master's,Not Certified
Australia,18,127974.89,8,90.74,PhD,Certified
Germany,20,81688.78,1,70.87,Diploma,Not Certified
Brazil,20,134073.09,20,65.48,PhD,Not Certified
Australia,12,85952.89,44,96.89,Bachelor's,Not Certified
South Africa,19,118024.56,23,83.86,Master's,Not Certified
Australia,14,86320.66,32,55.95,Bachelor's,Not Certified
UK,17,75081.81,11,53.45,Diploma,Certified
UK,3,83528.53,39,74.18,PhD,Not Certified
Brazil,7,65873.83,47,61.0,Bachelor's,Not Certified
India,17,93739.73,24,62.7,Bachelor's,Not Certified
Germany,12,79500.36,11,93.88,Bachelor's,Not Certified
Brazil,9,72793.88,29,54.48,Bachelor's,Certified
China,15,66766.84,26,85.77,Diploma,Not Certified
Canada,18,78308.42,16,63.56,Diploma,Certified
Germany,13,115218.36,35,88.02,PhD,Not Certified
Germany,8,100477.65,20,86.12,PhD,Certified
China,14,112022.47,46,50.37,Master's,Certified
China,8,55401.47,3,75.46,Diploma,Certified
USA,14,84318.14,1,56.97,Bachelor's,Certified
Brazil,7,71451.15,47,93.31,Bachelor's,Certified
China,12,97806.13,1,93.58,Master's,Not Certified
UK,11,76994.04,17,70.92,Bachelor's,Certified
South Africa,11,98057.44,2,72.22,Master's,Not Certified
Canada,13,118545.05,29,65.16,PhD,Certified
Brazil,18,77235.61,20,85.83,Diploma,Certified
France,2,67055.97,6,67.93,Master's,Not Certified
UK,15,84324.5,8,63.39,Bachelor's,Certified
India,20,123946.21,29,71.61,Master's,Certified
China,18,129523.2,48,54.57,PhD,Certified
France,15,85149.9,33,87.33,Bachelor's,Certified
China,19,130741.23,3,50.63,PhD,Not Certified
Germany,12,111659.35,35,82.22,PhD,Certified
UK,13,102011.2,5,59.14,Master's,Certified
Germany,11,108228.06,27,61.62,PhD,Not Certified
USA,5,63584.62,44,81.78,Bachelor's,Not Certified
Germany,1,76783.03,12,99.65,PhD,Certified
USA,3,86119.4,20,88.89,PhD,Certified
USA,19,124109.52,45,61.29,Master's,Not Certified
France,7,88069.51,20,58.8,PhD,Certified
China,12,61364.11,9,93.31,Diploma,Not Certified
India,15,112288.46,39,72.21,Master's,Certified
Germany,5,77006.21,4,56.85,Master's,Not Certified
UK,15,87530.43,19,93.11,Bachelor's,Not Certified
USA,8,73107.77,38,90.8,Bachelor's,Not Certified
China,10,76654.56,27,99.2,Bachelor's,Certified
Canada,16,87710.23,45,95.49,Bachelor's,Certified
Brazil,8,59180.39,43,92.59,Diploma,Certified
France,1,65951.27,13,52.63,Master's,Certified
India,12,112273.65,13,55.22,PhD,Not Certified
Australia,5,64775.66,22,78.45,Bachelor's,Not Certified
France,3,58855.72,28,76.57,Bachelor's,Not Certified
Canada,1,52033.42,47,72.9,Bachelor's,Certified
Brazil,4,82912.19,45,69.84,PhD,Certified
Canada,8,70082.8,22,71.56,Bachelor's,Certified
Germany,3,77084.25,43,78.46,PhD,Not Certified
USA,10,95097.67,19,50.1,Master's,Certified
India,2,68849.67,8,63.04,Master's,Certified
South Africa,11,98393.52,8,75.91,Master's,Not Certified
USA,10,60292.25,42,86.11,Diploma,Not Certified
South Africa,14,119475.59,26,58.71,PhD,Certified
Brazil,7,65553.68,48,77.34,Bachelor's,Not Certified
China,2,54043.05,26,85.72,Bachelor's,Certified
Australia,9,74824.05,23,72.23,Bachelor's,Not Certified
UK,16,83866.9,43,51.35,Bachelor's,Not Certified
USA,13,70804.76,13,72.46,Diploma,Not Certified
India,9,74073.08,28,64.82,Bachelor's,Certified
Canada,20,83338.95,9,96.48,Diploma,Certified
India,4,,20,,,Certified
Brazil,10,90740.32,19,82.62,Master's,Not Certified
South Africa,12,78964.33,48,52.64,Bachelor's,Not Certified
Canada,17,109485.3,39,72.31,Master's,Not Certified
UK,14,119581.33,12,77.7,PhD,Not Certified
UK,14,121961.87,15,64.9,PhD,Certified
USA,2,55120.39,31,72.75,Bachelor's,Certified
Brazil,20,137125.85,14,58.18,PhD,Certified
China,11,96160.38,11,65.21,Master's,Not Certified
Brazil,16,87996.52,26,81.06,Bachelor's,Not Certified
South Africa,19,78617.03,42,65.09,Diploma,Certified
India,6,69070.42,27,94.99,Bachelor's,Not Certified
UK,19,114496.07,11,81.42,Master's,Certified
India,5,62693.44,38,71.93,Bachelor's,Not Certified
India,4,66037.74,34,51.94,Bachelor's,Not Certified
India,15,112457.07,43,74.98,Master's,Certified
UK,4,62033.31,19,88.24,Bachelor's,Certified
France,20,94472.49,6,63.28,Bachelor's,Not Certified
Germany,10,96070.56,46,90.34,Master's,Certified
South Africa,3,75964.76,38,62.59,PhD,Certified
France,5,79027.68,49,91.19,Master's,Not Certified
South Africa,6,,42,,,Not Certified
Canada,8,58275.11,28,93.31,Diploma,Not Certified
Brazil,7,57707.66,1,74.96,Diploma,Certified
Brazil,10,92569.55,35,64.83,Master's,Not Certified
Australia,6,56373.09,40,63.26,Diploma,Not Certified
Brazil,14,88258.68,8,71.6,Bachelor's,Not Certified
UK,4,61299.75,47,99.95,Bachelor's,Not Certified
China,13,103850.76,7,61.02,Master's,Not Certified
USA,20,103734.86,11,55.16,Bachelor's,Certified
Australia,17,128809.09,39,79.25,PhD,Not Certified
USA,7,63067.52,4,74.43,Bachelor's,Not Certified
South Africa,4,82490.08,25,76.21,Master's,Certified
USA,14,117858.61,12,83.35,PhD,Not Certified
USA,3,77756.24,26,63.36,PhD,Not Certified
Australia,5,46058.66,38,95.53,Diploma,Certified
Canada,16,90520.55,46,71.78,Bachelor's,Not Certified
India,20,126763.58,12,56.45,Master's,Certified
Brazil,4,45096.72,43,87.11,Diploma,Not Certified
Brazil,2,47167.54,37,82.16,Diploma,Certified
UK,18,95854.49,46,65.79,Bachelor's,Certified
Australia,19,100555.92,24,81.08,Bachelor's,Not Certified
UK,19,125523.98,16,60.99,Master's,Certified
China,17,73321.91,13,72.24,Diploma,Certified
China,14,102161.34,25,94.97,Master's,Not Certified
UK,19,78618.54,4,56.68,Diploma,Not Certified
Australia,13,72188.71,11,69.33,Diploma,Certified
UK,12,69743.54,32,91.06,Diploma,Not Certified
Brazil,6,65171.23,49,98.47,Bachelor's,Certified
France,4,48363.81,7,72.7,Diploma,Certified
Germany,19,78343.7,46,75.35,Diploma,Not Certified
USA,16,66859.42,11,78.61,Diploma,Not Certified
Germany,13,117625.64,28,96.62,PhD,Certified
Australia,4,63747.36,41,92.91,Bachelor's,Not Certified
Germany,17,125366.94,23,58.53,PhD,Not Certified
